OPERATING_UNIT_NAME,ORACLE_REFERENCE_ORDER_NUMBER,ECOM_REFERENCE_ORDER_NUMBER,ORDER_TYPE,ORDER_TYPE_NAME,ORDERED_ITEM,ORDERED_QUANTITY,PRICING_QUANTITY_UOM,UNIT_SELLING_PRICE (after discount without vat),UNIT_LIST_PRICE( original price before discount without vat),ORDERED_DATE,CUSTOMER_NAME,TAX_CODE
Cosmaline Local,2807,398277,S,COS POS SLS,174869,1,Pcs,0.811,0.811,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398277,S,COS POS SLS,175040,1,Pcs,0.6980000000000001,0.6980000000000001,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398277,S,COS POS SLS,200140,2,Pcs,0.9685,0.9685,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398277,S,COS POS SLS,200265,1,Pcs,0.9685,0.9685,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398277,S,COS POS SLS,193616,1,Pcs,1.1260000000000001,1.1260000000000001,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398277,S,COS POS SLS,197906,2,Pcs,1.0135,1.0135,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398344,S,COS POS SLS,193615,2,Pcs,1.1860000000000002,1.284,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398344,S,COS POS SLS,174401,1,Pcs,1.1860000000000002,1.284,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398344,S,COS POS SLS,174230,1,Pcs,3.3705000000000003,3.6485000000000003,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398344,S,COS POS SLS,174450,1,Pcs,1.4355,1.554,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398344,S,COS POS SLS,191035,1,Pcs,1.498,1.6215000000000002,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2807,398344,S,COS POS SLS,175034,1,Pcs,0.8320000000000001,0.901,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175229,1,Pcs,0.6980000000000001,0.6980000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175231,1,Pcs,0.6980000000000001,0.6980000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,833260,2,Pcs,0.1845,0.1845,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,833262,2,Pcs,0.20700000000000002,0.20700000000000002,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,833227,2,Pcs,0.275,0.275,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,833229,2,Pcs,0.275,0.275,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,174816,2,Pcs,0.811,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,833261,2,Pcs,0.1845,0.1845,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,193830,1,Pcs,1.284,1.284,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,834093,2,Pcs,0.3875,0.3875,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,196530,1,Pcs,1.036,1.036,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,193840,1,Pcs,1.284,1.284,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,196403,2,Pcs,0.991,0.991,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,196535,1,Pcs,1.036,1.036,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398371,S,COS POS SLS,834089,2,Pcs,0.34700000000000003,0.34700000000000003,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,197912,1,Pcs,1.0135,1.0135,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174347,1,Pcs,1.0135,1.0135,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174271,2,Pcs,1.0135,1.0135,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174270,1,Pcs,1.0135,1.0135,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398343,S,COS POS SLS,174983,1,Pcs,1.091,1.284,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,196450,1,Pcs,0.9730000000000001,1.216,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174050,1,Pcs,0.5630000000000001,0.5630000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,175781,1,Pcs,0.7205,0.7205,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,180665,1,Pcs,1.5315,1.5315,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174877,1,Pcs,0.7885000000000001,0.7885000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174956,1,Pcs,0.8560000000000001,0.8560000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174720,1,Pcs,1.081,1.081,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174903,1,Pcs,0.811,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,175314,1,Pcs,1.081,1.081,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,175308,1,Pcs,0.991,0.991,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,174881,1,Pcs,0.7885000000000001,0.7885000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398380,S,COS POS SLS,175229,1,Pcs,0.6980000000000001,0.6980000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174819,1,Pcs,0.7025,0.8785000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174828,1,Pcs,0.7205,0.901,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175311,1,Pcs,0.865,1.081,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175305,1,Pcs,0.793,0.991,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174817,1,Pcs,0.6485000000000001,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175019,1,Pcs,0.6485000000000001,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174816,1,Pcs,0.6485000000000001,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,191235,1,Pcs,0.865,1.081,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175780,1,Pcs,0.5765,0.7205,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174962,1,Pcs,0.901,1.1260000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174956,2,Pcs,0.6845,0.8560000000000001,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,175405,1,Pcs,1.0090000000000001,1.2615,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398132,S,COS POS SLS,174903,3,Pcs,0.6485000000000001,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,191438,1,Pcs,0.6890000000000001,0.811,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,174720,1,Pcs,0.919,1.081,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,200265,1,Pcs,0.8230000000000001,0.9685,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,200235,1,Pcs,0.8230000000000001,0.9685,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,194025,1,Pcs,1.225,1.4415,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,193910,1,Pcs,0.9,1.0585,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,193615,1,Pcs,1.091,1.284,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2808,398402,S,COS POS SLS,174347,1,Pcs,0.8615,1.0135,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2810,398353,S,COS POS SLS,196520,1,Pcs,1.216,1.216,2024-02-09,E-commerce,REVENUE VAT 11%
Cosmaline Local,2810,398353,S,COS POS SLS,196521,1,Pcs,1.329,1.329,2024-02-09,E-commerce,REVENUE VAT 11%
Cosmaline Local,2810,398353,S,COS POS SLS,194020,1,Pcs,1.4415,1.4415,2024-02-09,E-commerce,REVENUE VAT 11%
Cosmaline Local,2810,398353,S,COS POS SLS,193615,1,Pcs,1.284,1.284,2024-02-09,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398187,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398198,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398208,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398233,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398108,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398123,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398130,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398133,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398155,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2812,398168,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398110,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398222,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398119,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398207,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398209,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398127,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398165,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398171,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398175,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398184,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398199,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2813,398203,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-05,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,200160,1,Pcs,0.8230000000000001,0.9685,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,200140,2,Pcs,0.8230000000000001,0.9685,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,176545,1,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174928,1,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,175307,1,Pcs,0.8425,0.991,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174880,1,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,175053,1,Pcs,0.5935,0.6980000000000001,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,175218,1,Pcs,0.5935,0.6980000000000001,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,175041,1,Pcs,0.5935,0.6980000000000001,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174908,2,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174934,1,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,197952,1,Pcs,0.766,0.901,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,834094,2,Pcs,0.452,0.5315,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174962,1,Pcs,0.9570000000000001,1.1260000000000001,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174901,1,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174924,1,Pcs,0.919,1.081,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2775,398367,S,COS POS SLS,174876,1,Pcs,0.632,0.743,2024-02-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398219,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,394524,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398102,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398210,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398148,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398149,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398151,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398224,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398191,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398120,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398334,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398361,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398369,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398242,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398258,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398265,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398274,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398278,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398280,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398295,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398311,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398319,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398327,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398328,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2785,398351,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398342,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398344,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398379,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398383,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398389,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398410,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2789,398277,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2791,398343,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2791,398371,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2791,398380,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2791,398402,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2791,398132,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2793,398353,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-09,E-commerce,REVENUE VAT 11%
Cosmaline Local,2796,398126,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-10,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26225,398233,S,CHS BU5 POS SLS,D0009871,1,Pcs,1.3110000000000002,1.3110000000000002,2024-02-03,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26225,398233,S,CHS BU5 POS SLS,D0009410,1,Pcs,1.3515000000000001,1.3515000000000001,2024-02-03,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26225,398155,S,CHS BU5 POS SLS,D0005332,1,Pcs,1.7570000000000001,1.7570000000000001,2024-02-03,E-commerce,REVENUE VAT 11%
Cosmaline Local,2776,398300,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398205,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398372,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398388,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398396,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398399,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398289,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2779,398326,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2784,398232,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-20,E-commerce,REVENUE VAT 11%
Cosmaline Local,2784,398325,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-20,E-commerce,REVENUE VAT 11%
Cosmaline Local,2784,398331,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-20,E-commerce,REVENUE VAT 11%
Cosmaline Local,2790,398385,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-02-22,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26232,398399,S,CHS BU5 POS SLS,D0010629,1,Pcs,0.8785000000000001,0.8785000000000001,2024-02-15,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26232,398399,S,CHS BU5 POS SLS,D0010633,1,Pcs,0.8785000000000001,0.8785000000000001,2024-02-15,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26232,398396,S,CHS BU5 POS SLS,D0010419,1,Pcs,1.333,1.4325,2024-02-15,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26232,398396,S,CHS BU5 POS SLS,D0010420,1,Pcs,1.1315,1.216,2024-02-15,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398154,S,COS POS SLS,174720,2,Pcs,1.081,1.081,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398154,S,COS POS SLS,174826,2,Pcs,0.8785000000000001,0.8785000000000001,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,174410,1,Pcs,1.0270000000000001,1.284,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,174962,2,Pcs,0.901,1.1260000000000001,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,200140,7,Pcs,0.775,0.9685,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,176550,5,Pcs,0.5945,0.743,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,176520,4,Pcs,0.5945,0.743,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,176530,1,Pcs,0.5945,0.743,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,174828,2,Pcs,0.7205,0.901,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,175042,4,Pcs,0.6980000000000001,0.6980000000000001,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,191240,5,Pcs,0.865,1.081,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,191235,1,Pcs,0.865,1.081,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,174720,2,Pcs,0.865,1.081,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,175035,3,Pcs,0.7205,0.901,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,175044,3,Pcs,0.7385,0.9235000000000001,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398141,S,COS POS SLS,175314,1,Pcs,0.865,1.081,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,197110,2,Pcs,1.2615,1.5765,2024-02-27,E-commerce,REVENUE VAT 11%
Cosmaline Local,2822,398158,S,COS POS SLS,197954,1,Pcs,0.7205,0.901,2024-02-27,E-commerce,REVENUE VAT 11%
